,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Subtotal,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
994,267-62-7380,C,NAYPYITAW,Member,Male,Electronic accessories,82.34,10,823.4,41.17,19.194,3/29/2019,19:12,Ewallet,823.4,4.761904762,41.17,4.3
995,430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,8,602.96,30.148,18.6375,1/28/2019,15:46,Credit card,602.96,4.761904762,30.148,8.4
996,886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56,5,282.8,14.14,17.094,3/22/2019,19:06,Credit card,282.8,4.761904762,14.14,4.5
997,602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,10,766,38.3,16.275,1/24/2019,18:10,Ewallet,766,4.761904762,38.3,6
998,745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2,116.06,5.803,16.2015,03/10/2019,20:46,Ewallet,116.06,4.761904762,5.803,8.8
999,690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,174.9,8.745,16.107,2/22/2019,18:35,Ewallet,174.9,4.761904762,8.745,6.6
1000,652-49-6720,C,NAYPYITAW,Member,Female,Electronic accessories,60.95,1,60.95,3.0475,14.679,2/18/2019,11:40,Ewallet,60.95,4.761904762,3.0475,5.9
1001,233-67-5758,C,NAYPYITAW,Normal,Male,Health and beauty,40.35,1,40.35,2.0175,13.419,1/29/2019,13:46,Ewallet,40.35,4.761904762,2.0175,6.2
1002,303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,973.8,48.69,13.167,03/02/2019,17:16,Ewallet,973.8,4.761904762,48.69,4.4
1003,727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,31.84,1.592,12.6945,02/09/2019,13:22,Cash,31.84,4.761904762,1.592,7.7
1004,347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,65.82,3.291,10.6785,2/22/2019,15:33,Cash,65.82,4.761904762,3.291,4.1
1005,849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,618.38,30.919,,2/18/2019,13:28,Cash,618.38,4.761904762,30.919,6.6
1006,123-45-6789,A,Mandalay,Member,Female,Fashion accessories,10,10,100,5,,03/06/2019,15:06,Cash,100,4.761904762,5.25,10
